file_name;time(s);acc_x_ms2;acc_y_ms2;acc_z_ms2;acc_abs_ms2;road_type;Weather Conditions;backpack_weight_kg;total_weight_kg;total_weights;weight_description
sample_02_Gras_combo1_cut06.csv;5;0.212689072;0.286506355;-0.532499313;0.6409977;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut07.csv;6;0.86720252;0.251352698;-0.50757885;1.035786985;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut08.csv;7;-0.208180755;-0.61841017;-0.388762474;0.759543696;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut09.csv;8;0.087778032;0.532581627;0.070022583;0.544289753;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut10.csv;9;-0.269612312;-0.008846104;0.798201561;0.842552541;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut11.csv;10;0.230865911;-0.103943408;-0.812235832;0.850782198;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut12.csv;11;-0.357279062;0.189502895;-0.885730743;0.973693291;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut13.csv;12;-0.034604669;0.072521985;-1.342642784;1.345045191;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut14.csv;13;-1.786198139;0.743913174;0.361927033;1.96847702;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut15.csv;14;-0.35762009;-0.090448409;2.338915825;2.367826066;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut16.csv;15;0.533353925;0.865703583;1.606975555;1.901651792;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut17.csv;16;0.485579133;-0.126806498;0.623895645;0.800695172;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut18.csv;17;0.257713348;-0.582722127;-0.369688988;0.736648624;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut19.csv;18;0.410921574;0.015200734;0.01881218;0.411632725;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut20.csv;19;0.165036678;0.08901006;-0.086068153;0.206319226;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut21.csv;20;0.083216831;-0.068899453;0.127002716;0.166738914;Gras;Damp;0;75;90.3;No backpack
sample_02_Gras_combo1_cut22.csv;21;2.649954081;0.710930646;-1.79276228;3.277449558;Gras;Damp;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut01.csv;0;2.061758518;-1.171804547;-0.443983078;2.412694564;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut02.csv;1;1.728621006;0.641763568;1.143596649;2.169747533;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut03.csv;2;-0.08825025;-0.27621612;0.59113884;0.658428872;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut04.csv;3;-0.049794562;1.69313395;0.596307755;1.795763072;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut05.csv;4;-0.077367187;-1.166969299;3.358489037;3.556297462;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut06.csv;5;-0.626199544;1.228872895;0.435712814;1.446409388;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut07.csv;6;0.943867087;1.716915846;-1.287363052;2.344352518;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut08.csv;7;0.823075175;1.02130723;-1.497447014;1.990695547;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut09.csv;8;0.384199858;-0.903403878;0.19948864;1.001770341;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut10.csv;9;0.434445649;-0.945769429;0.107362747;1.046302822;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut11.csv;10;-2.191802025;-0.172144949;1.364351273;2.587486115;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut12.csv;11;1.57267344;-1.080042481;1.683282852;2.544255229;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut13.csv;12;0.257281154;-0.739609718;3.995566368;4.071580373;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut14.csv;13;1.816004395;0.216924012;-0.849825859;2.016713163;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut15.csv;14;-1.273032904;0.173148513;-0.786541939;1.506400147;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut16.csv;15;-1.698930025;0.667855263;1.059275627;2.110558868;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut17.csv;16;0.185337842;-0.474292845;0.174834251;0.538396539;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut18.csv;17;2.048935413;-0.263642967;-0.003429413;2.065830512;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut19.csv;18;0.00278914;0.00230068;0.038714409;0.038882874;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut20.csv;19;-1.327672243;-0.538189173;-0.091726303;1.435539928;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut21.csv;20;-3.136712551;-0.228438199;1.356985092;3.425282204;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut22.csv;21;0.650439382;-1.13596487;0.383146286;1.363923991;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut23.csv;22;-0.307192147;-1.104085207;2.098467827;2.391011999;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut24.csv;23;0.000161678;2.868406534;-0.212656975;2.876278683;Kiesel;Dry;0;75;90.3;No backpack
sample_03_Kiesel_combo1_cut25.csv;24;0.941752672;-2.393012285;0.748497009;2.678367724;Kiesel;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut01.csv;0;0.308738679;1.057466865;2.210329056;2.469637681;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut02.csv;1;0.061745107;0.668238998;-0.903316498;1.125316183;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut03.csv;2;-1.142837882;0.372062683;-2.234552383;2.53726889;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut04.csv;3;-0.810225785;-0.27103287;-0.664752007;1.082506291;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut05.csv;4;-1.135276675;2.01839304;-2.631547928;3.505396994;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut06.csv;5;1.00607717;1.128656387;-0.644008637;1.643412193;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut07.csv;6;-1.391537786;1.008091211;0.506371498;1.791378629;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut08.csv;7;-0.492145687;0.786287844;-0.109558106;0.9340551;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut09.csv;8;-0.351044923;-2.403494358;3.024569511;3.879180119;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut10.csv;9;0.697313249;0.802394748;0.285718918;1.100780813;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut11.csv;10;1.167672276;-0.067935586;0.47224617;1.261384253;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut12.csv;11;-1.775848985;0.861202478;-0.846320152;2.147455966;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut13.csv;12;-0.338918686;-0.941497266;2.178127289;2.396981741;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut14.csv;13;-1.133544445;-0.308495373;0.088433266;1.178097129;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut15.csv;14;-0.661007285;1.771218181;0.416121483;1.935794814;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut16.csv;15;-0.205021113;-0.051932395;-0.034582138;0.214304817;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut17.csv;16;-0.059677862;-0.039880723;-0.020564079;0.074664587;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut18.csv;17;1.409456253;2.754814148;-1.206169128;3.32120639;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut19.csv;18;1.066949844;0.269437254;-0.637390137;1.271709318;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut20.csv;19;0.000888005;-0.000301123;0.007979393;0.008034298;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut21.csv;20;0.176336199;-0.44255203;0.453397751;0.657659695;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut22.csv;21;0.568581224;0.310518682;0.399542809;0.761144477;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut23.csv;22;-1.39976275;-0.584934831;-0.243058205;1.53641199;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut24.csv;23;-0.236171544;0.120322347;0.111907005;0.287711041;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut25.csv;24;0.214184403;-0.038653076;0.088070869;0.234788196;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut26.csv;25;0.280326694;0.521545053;-0.078769684;0.597324837;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut27.csv;26;-1.95661366;0.585333586;-1.957158089;2.828678173;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut28.csv;27;0.599848032;0.336982876;0.845684052;1.090209446;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut29.csv;28;2.064571142;0.193441749;-1.72884655;2.699774825;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut30.csv;29;0.708000183;-0.488283932;-0.828262329;1.194028452;Klinker;Dry;0;75;90.3;No backpack
sample_04_Klinker_combo1_cut31.csv;30;0.007906944;-0.083153546;0.820637703;0.824877731;Klinker;Dry;0;75;90.3;No backpack
sample_05_Asfalt_combo2_cut01.csv;0;1.029098272;0.192836374;0.642385483;1.228368117;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut02.csv;1;-0.917510033;0.941368163;1.182038307;1.767827265;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut03.csv;2;-0.457740247;-0.554510713;-1.642521858;1.793010407;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut04.csv;3;-0.954420149;0.206570864;-0.340773583;1.034270747;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut05.csv;4;-0.877339959;-0.241100952;1.569654465;1.814296065;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut06.csv;5;0.201023936;-0.519703507;-1.126373291;1.256669865;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut07.csv;6;0.743595362;-0.054931462;-0.109805107;0.753663512;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut08.csv;7;-0.266111434;-0.556133151;0.259919167;0.669072007;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut09.csv;8;2.174084663;0.282334387;-0.023416519;2.192465544;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut10.csv;9;-0.60797888;-0.332832992;0.28604126;0.749823794;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut11.csv;10;-6.606027126;-0.453946769;1.301231384;6.748249045;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut12.csv;11;-0.056442112;0.251116395;-0.146840096;0.296322745;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut13.csv;12;-1.041102648;0.22842139;0.003149033;1.065870992;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut14.csv;13;-0.729858518;0.209338665;-0.037883759;0.760231091;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut15.csv;14;-0.261655092;-0.189873666;0.048457146;0.326899818;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut16.csv;15;-0.092671737;-0.363676846;0.384677887;0.537425321;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut17.csv;16;-4.352113247;1.51767087;-2.357725143;5.177169346;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut18.csv;17;0.372438163;-0.177350909;-0.268122673;0.491989123;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut19.csv;18;-0.001527801;0.005109131;0.070827484;0.071027952;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut20.csv;19;0.223936915;-0.205937594;0.171318054;0.349153133;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut21.csv;20;0.032942917;-0.024165452;0.232391357;0.235955394;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut22.csv;21;-0.027039781;-0.15806362;-0.077618599;0.178156967;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_05_Asfalt_combo2_cut23.csv;22;-3.108481884;3.157519817;-0.527350426;4.462139564;Asfalt;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut01.csv;0;-0.488235891;1.409020782;-3.343546391;3.661013017;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut02.csv;1;1.108961105;-0.28481251;-0.681776047;1.33256575;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut03.csv;2;1.233076096;0.803649485;0.66855526;1.616568986;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut04.csv;3;0.407927275;-0.207766205;2.159313202;2.207307174;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut05.csv;4;-0.67674911;-0.403544903;2.995456696;3.097353493;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut06.csv;5;0.964236319;0.401438505;-0.009293556;1.044505109;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut07.csv;6;-0.736340582;1.064245939;-0.81120491;1.527373654;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut08.csv;7;-2.76960206;-1.257469177;2.33465004;3.834385885;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut09.csv;8;-1.050613046;0.856909573;-1.655879974;2.140098193;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut10.csv;9;1.38218534;-0.5185197;-0.325720787;1.511751641;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut11.csv;10;-0.530948699;-0.532988012;-0.484696388;0.894937612;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut12.csv;11;0.135869116;-0.6209144;1.375561714;1.515310245;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut13.csv;12;-0.580835462;0.219463646;-1.470389366;1.596113722;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut14.csv;13;0.6124686;1.026736259;-1.73977375;2.110951879;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut15.csv;14;-0.372653484;-0.650509358;2.113525391;2.242548243;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut16.csv;15;-0.036122948;0.180293351;-0.065721512;0.19526873;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut17.csv;16;0.063457243;0.009342134;0.029438019;0.070574033;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut18.csv;17;-0.395815879;-0.179423451;0.150742531;0.459985104;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut19.csv;18;-0.066549167;-0.143601328;0.033719063;0.161824313;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_06_Gras_combo2_cut20.csv;19;0.000636697;-0.000816226;0.003882408;0.004018047;Gras;Damp;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut01.csv;0;0.870630503;-0.063504934;0.068562508;0.875631867;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut02.csv;1;-4.45188427;-0.002921015;0.06729126;4.45239376;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut03.csv;2;0.959468246;-2.405747652;-0.603542328;2.65941054;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut04.csv;3;1.087932348;-0.38319099;0.412354469;1.224936054;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut05.csv;4;4.061152458;2.168980122;-0.532579422;4.634768052;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut06.csv;5;-2.867041826;1.179898739;0.680478096;3.174136151;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut07.csv;6;1.60470283;0.398174405;1.732823372;2.395055504;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut08.csv;7;0.076029956;-1.289988518;-0.650659561;1.446792589;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut09.csv;8;-1.23516953;-1.516415834;3.34869957;3.878008453;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut10.csv;9;0.769079804;-0.774996996;-0.195617676;1.109220611;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut11.csv;10;-0.697710991;0.973835528;-0.653515816;1.364638847;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut12.csv;11;-0.236001626;1.079572201;4.873443604;4.99716174;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut13.csv;12;0.217383564;1.261494637;-0.877839088;1.552168096;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut14.csv;13;-0.187404603;1.224461198;-0.173473358;1.250807226;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut15.csv;14;0.732694209;-0.362017095;-2.574629784;2.701224852;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut16.csv;15;-1.42916441;-0.222003043;0.803394318;1.654460241;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut17.csv;16;-0.014612138;-0.734985411;0.312005997;0.798601785;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut18.csv;17;-0.419485688;-0.727868199;1.175281525;1.444661559;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut19.csv;18;-0.053232461;0.643897533;0.634795189;0.905760819;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut20.csv;19;-1.308802843;1.608130693;-0.520933151;2.137854195;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut21.csv;20;-0.199512377;-0.381798685;0.145504952;0.45469453;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut22.csv;21;0.626949608;0.214444757;-0.581875801;0.881834346;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut23.csv;22;-3.320545435;1.423311472;-0.49605751;3.646630031;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut24.csv;23;-0.078842878;0.039862394;0.395758629;0.405499818;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut25.csv;24;0.84637183;-0.095717013;-0.040998459;0.852753126;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut26.csv;25;2.31959033;0.877807736;1.002163887;2.674953865;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_07_Kiesel_combo2_cut27.csv;26;-1.438933015;0.636950612;-0.120195389;1.578189227;Kiesel;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut01.csv;0;0.092682377;-1.935822964;-0.269271851;1.956657328;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut02.csv;1;0.07062915;0.219268918;2.005823135;2.019008119;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut03.csv;2;0.974251032;0.267720848;0.311188698;1.057202881;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut04.csv;3;0.977068305;-0.338669628;0.235486984;1.06057235;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut05.csv;4;1.017896652;0.420353949;-1.228330612;1.649729411;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut06.csv;5;-0.882631481;0.175361306;3.232879639;3.355786149;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut07.csv;6;1.383828759;1.782679081;-1.347572327;2.628474447;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut08.csv;7;0.213008419;1.966496944;-1.675924301;2.592528704;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut09.csv;8;0.153341889;-1.492214084;0.016637802;1.500164465;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut10.csv;9;-1.962389946;2.145885468;-1.153107643;3.128171347;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
sample_08_Klinker_combo2_cut11.csv;10;0.16103667;-0.025179356;-0.91157341;0.926030718;Klinker;Dry;0.4;75.4;90.7;Backpack only (0.4kg)
